frame,benchpress_angle,video_name,Feedback
69,156.73388715479513,benchpress_0.mp4,Lower the bar more carefully
70,158.23328298952922,benchpress_0.mp4,Lower the bar more carefully
71,157.04563576738346,benchpress_0.mp4,Lower the bar more carefully
72,156.43439377424048,benchpress_0.mp4,Lower the bar more carefully
73,156.89684544825175,benchpress_0.mp4,Lower the bar more carefully
74,157.79373626687672,benchpress_0.mp4,Lower the bar more carefully
75,157.84344623200874,benchpress_0.mp4,Lower the bar more carefully
76,157.98563595474346,benchpress_0.mp4,Lower the bar more carefully
77,157.6903217059345,benchpress_0.mp4,Lower the bar more carefully
78,157.929211629143,benchpress_0.mp4,Lower the bar more carefully
79,158.13287337646656,benchpress_0.mp4,Lower the bar more carefully
80,157.5460812264962,benchpress_0.mp4,Lower the bar more carefully
81,157.27059110360986,benchpress_0.mp4,Lower the bar more carefully
82,156.51392671868794,benchpress_0.mp4,Lower the bar more carefully
83,156.25473121403414,benchpress_0.mp4,Lower the bar more carefully
84,155.37016733277065,benchpress_0.mp4,Lower the bar more carefully
85,155.35211010953995,benchpress_0.mp4,Lower the bar more carefully
0,161.04521339292396,benchpress_1.mp4,Lower the bar more carefully
1,163.51346047588808,benchpress_1.mp4,Lower the bar more carefully
2,163.7189842275996,benchpress_1.mp4,Lower the bar more carefully
3,164.28003470818118,benchpress_1.mp4,Lower the bar more carefully
4,162.8595683278004,benchpress_1.mp4,Lower the bar more carefully
5,160.1948553666746,benchpress_1.mp4,Lower the bar more carefully
6,155.06907202873342,benchpress_1.mp4,Lower the bar more carefully
7,144.1460275624768,benchpress_1.mp4,Lower the bar more carefully
8,127.04421709320452,benchpress_1.mp4,Lower the bar more carefully
9,118.38881488015475,benchpress_1.mp4,Lower the bar more carefully
10,111.80982467824327,benchpress_1.mp4,Lower the bar more carefully
11,98.5570455776805,benchpress_1.mp4,Good posture
12,87.10065277522423,benchpress_1.mp4,Good posture
13,76.76742855738098,benchpress_1.mp4,Good posture
14,65.36988208491404,benchpress_1.mp4,Extend your arms more fully
15,57.350102235231184,benchpress_1.mp4,Extend your arms more fully
16,43.584231878603774,benchpress_1.mp4,Extend your arms more fully
17,36.02603467019205,benchpress_1.mp4,Extend your arms more fully
18,30.615996573714103,benchpress_1.mp4,Extend your arms more fully
19,26.208540545517128,benchpress_1.mp4,Extend your arms more fully
20,22.98589066118421,benchpress_1.mp4,Extend your arms more fully
21,21.404382033205408,benchpress_1.mp4,Extend your arms more fully
22,20.67758360431541,benchpress_1.mp4,Extend your arms more fully
23,19.89235015732812,benchpress_1.mp4,Extend your arms more fully
24,19.43534799690178,benchpress_1.mp4,Extend your arms more fully
25,19.409938709852653,benchpress_1.mp4,Extend your arms more fully
26,19.88747991588394,benchpress_1.mp4,Extend your arms more fully
27,20.215019503148103,benchpress_1.mp4,Extend your arms more fully
28,20.61871579038064,benchpress_1.mp4,Extend your arms more fully
29,20.6218385660862,benchpress_1.mp4,Extend your arms more fully
30,20.864267408969248,benchpress_1.mp4,Extend your arms more fully
31,20.827189945224177,benchpress_1.mp4,Extend your arms more fully
32,22.801690163064983,benchpress_1.mp4,Extend your arms more fully
33,23.94109464727456,benchpress_1.mp4,Extend your arms more fully
34,25.04535340930133,benchpress_1.mp4,Extend your arms more fully
35,28.580622320704844,benchpress_1.mp4,Extend your arms more fully
36,40.44237297293389,benchpress_1.mp4,Extend your arms more fully
37,57.90828205793575,benchpress_1.mp4,Extend your arms more fully
38,73.93080934670873,benchpress_1.mp4,Good posture
39,81.0828829040982,benchpress_1.mp4,Good posture
40,90.9870640582772,benchpress_1.mp4,Good posture
41,95.1736065365602,benchpress_1.mp4,Good posture
42,106.51187442297676,benchpress_1.mp4,Good posture
43,113.78460421063583,benchpress_1.mp4,Lower the bar more carefully
44,131.77576756469165,benchpress_1.mp4,Lower the bar more carefully
45,142.3874708174591,benchpress_1.mp4,Lower the bar more carefully
46,147.0560890838604,benchpress_1.mp4,Lower the bar more carefully
47,150.257083689713,benchpress_1.mp4,Lower the bar more carefully
48,156.05459501166052,benchpress_1.mp4,Lower the bar more carefully
49,160.65926204300075,benchpress_1.mp4,Lower the bar more carefully
50,166.73309918162045,benchpress_1.mp4,Lower the bar more carefully
51,169.65396704590214,benchpress_1.mp4,Lower the bar more carefully
52,172.29892363851215,benchpress_1.mp4,Lower the bar more carefully
53,172.14863957993688,benchpress_1.mp4,Lower the bar more carefully
54,171.566840728596,benchpress_1.mp4,Lower the bar more carefully
55,170.97940958030838,benchpress_1.mp4,Lower the bar more carefully
56,170.0090116029765,benchpress_1.mp4,Lower the bar more carefully
57,169.0240853911901,benchpress_1.mp4,Lower the bar more carefully
58,169.3135830470292,benchpress_1.mp4,Lower the bar more carefully
59,169.30868665777976,benchpress_1.mp4,Lower the bar more carefully
60,169.12808048428664,benchpress_1.mp4,Lower the bar more carefully
61,169.78455648933067,benchpress_1.mp4,Lower the bar more carefully
62,169.67072848687826,benchpress_1.mp4,Lower the bar more carefully
63,169.7623262015061,benchpress_1.mp4,Lower the bar more carefully
64,169.9831899266972,benchpress_1.mp4,Lower the bar more carefully
65,169.89211387652202,benchpress_1.mp4,Lower the bar more carefully
66,169.76041093293523,benchpress_1.mp4,Lower the bar more carefully
67,169.70987802658718,benchpress_1.mp4,Lower the bar more carefully
68,169.58468024165208,benchpress_1.mp4,Lower the bar more carefully
69,169.0202106465108,benchpress_1.mp4,Lower the bar more carefully
0,130.8588966186385,benchpress_2.mp4,Lower the bar more carefully
1,139.51910870047195,benchpress_2.mp4,Lower the bar more carefully
2,134.89709857994853,benchpress_2.mp4,Lower the bar more carefully
3,134.80920187531993,benchpress_2.mp4,Lower the bar more carefully
4,128.3266499346489,benchpress_2.mp4,Lower the bar more carefully
5,82.51467482493071,benchpress_2.mp4,Good posture
6,44.96834719195208,benchpress_2.mp4,Extend your arms more fully
7,26.482919911399,benchpress_2.mp4,Extend your arms more fully
8,25.685719515724905,benchpress_2.mp4,Extend your arms more fully
9,16.368213835688618,benchpress_2.mp4,Extend your arms more fully
10,14.345214082958906,benchpress_2.mp4,Extend your arms more fully
11,13.737055816673909,benchpress_2.mp4,Extend your arms more fully
12,13.009563168334388,benchpress_2.mp4,Extend your arms more fully
13,13.658175001707422,benchpress_2.mp4,Extend your arms more fully
14,14.050940287056443,benchpress_2.mp4,Extend your arms more fully
15,11.965729123941712,benchpress_2.mp4,Extend your arms more fully
16,11.2478789149669,benchpress_2.mp4,Extend your arms more fully
17,10.606681031477509,benchpress_2.mp4,Extend your arms more fully
18,10.047476781224148,benchpress_2.mp4,Extend your arms more fully
19,10.049974692858768,benchpress_2.mp4,Extend your arms more fully
20,9.663860055572709,benchpress_2.mp4,Extend your arms more fully
21,9.635116660622002,benchpress_2.mp4,Extend your arms more fully
22,8.622440543896653,benchpress_2.mp4,Extend your arms more fully
23,8.123240352517097,benchpress_2.mp4,Extend your arms more fully
24,8.311586940642846,benchpress_2.mp4,Extend your arms more fully
25,8.057016265403215,benchpress_2.mp4,Extend your arms more fully
26,8.602302973536023,benchpress_2.mp4,Extend your arms more fully
27,9.453915706645368,benchpress_2.mp4,Extend your arms more fully
28,11.440243068945474,benchpress_2.mp4,Extend your arms more fully
29,15.589634250413225,benchpress_2.mp4,Extend your arms more fully
30,17.657203409981246,benchpress_2.mp4,Extend your arms more fully
31,18.770259284650116,benchpress_2.mp4,Extend your arms more fully
32,17.08394444878109,benchpress_2.mp4,Extend your arms more fully
33,22.170182256548337,benchpress_2.mp4,Extend your arms more fully
34,20.426142630047934,benchpress_2.mp4,Extend your arms more fully
35,22.543435774138683,benchpress_2.mp4,Extend your arms more fully
36,36.70073973319276,benchpress_2.mp4,Extend your arms more fully
37,42.076247569038,benchpress_2.mp4,Extend your arms more fully
38,63.86870186021231,benchpress_2.mp4,Extend your arms more fully
39,107.03112601845494,benchpress_2.mp4,Good posture
40,132.13960462751987,benchpress_2.mp4,Lower the bar more carefully
41,140.19257485265172,benchpress_2.mp4,Lower the bar more carefully
42,139.84423912360086,benchpress_2.mp4,Lower the bar more carefully
43,139.061432773421,benchpress_2.mp4,Lower the bar more carefully
44,137.64593210044515,benchpress_2.mp4,Lower the bar more carefully
45,143.660998339261,benchpress_2.mp4,Lower the bar more carefully
46,148.52953564684364,benchpress_2.mp4,Lower the bar more carefully
0,177.80077844206602,benchpress_4.mp4,Lower the bar more carefully
1,178.26051042153767,benchpress_4.mp4,Lower the bar more carefully
2,178.64634353462398,benchpress_4.mp4,Lower the bar more carefully
3,178.86872572958293,benchpress_4.mp4,Lower the bar more carefully
4,178.67132828442038,benchpress_4.mp4,Lower the bar more carefully
5,178.5199500405082,benchpress_4.mp4,Lower the bar more carefully
6,178.00445194816032,benchpress_4.mp4,Lower the bar more carefully
7,178.2188807776967,benchpress_4.mp4,Lower the bar more carefully
8,178.23340415990563,benchpress_4.mp4,Lower the bar more carefully
9,177.5707875849016,benchpress_4.mp4,Lower the bar more carefully
10,177.25157681921692,benchpress_4.mp4,Lower the bar more carefully
11,174.29378204313426,benchpress_4.mp4,Lower the bar more carefully
12,172.49716014256276,benchpress_4.mp4,Lower the bar more carefully
13,166.2171628234566,benchpress_4.mp4,Lower the bar more carefully
14,176.25133389102868,benchpress_4.mp4,Lower the bar more carefully
15,165.91815279314574,benchpress_4.mp4,Lower the bar more carefully
16,1.091869046275081,benchpress_4.mp4,Extend your arms more fully
17,2.8413964400867164,benchpress_4.mp4,Extend your arms more fully
18,3.7203084610726007,benchpress_4.mp4,Extend your arms more fully
19,4.070932825113498,benchpress_4.mp4,Extend your arms more fully
20,5.35261767789709,benchpress_4.mp4,Extend your arms more fully
21,5.007735702057095,benchpress_4.mp4,Extend your arms more fully
22,7.161904325116522,benchpress_4.mp4,Extend your arms more fully
23,7.70112471242984,benchpress_4.mp4,Extend your arms more fully
24,7.4760391527327,benchpress_4.mp4,Extend your arms more fully
25,8.527158583424514,benchpress_4.mp4,Extend your arms more fully
26,8.776771192644109,benchpress_4.mp4,Extend your arms more fully
27,9.54462477418528,benchpress_4.mp4,Extend your arms more fully
28,10.171120164386776,benchpress_4.mp4,Extend your arms more fully
29,9.663948584597286,benchpress_4.mp4,Extend your arms more fully
30,9.608748201385971,benchpress_4.mp4,Extend your arms more fully
31,15.565114753282906,benchpress_4.mp4,Extend your arms more fully
32,173.80182809518766,benchpress_4.mp4,Lower the bar more carefully
33,165.5161884402186,benchpress_4.mp4,Lower the bar more carefully
34,170.90980886615893,benchpress_4.mp4,Lower the bar more carefully
35,173.69151259926636,benchpress_4.mp4,Lower the bar more carefully
36,174.42612789677273,benchpress_4.mp4,Lower the bar more carefully
37,177.6188432839011,benchpress_4.mp4,Lower the bar more carefully
38,178.4037244439172,benchpress_4.mp4,Lower the bar more carefully
0,156.77533650848886,benchpress_5.mp4,Lower the bar more carefully
1,158.3815435649181,benchpress_5.mp4,Lower the bar more carefully
2,159.53526262472857,benchpress_5.mp4,Lower the bar more carefully
3,160.65759059351987,benchpress_5.mp4,Lower the bar more carefully
4,164.05682824039386,benchpress_5.mp4,Lower the bar more carefully
5,164.05246725459577,benchpress_5.mp4,Lower the bar more carefully
6,163.92271993543494,benchpress_5.mp4,Lower the bar more carefully
7,164.43029287486004,benchpress_5.mp4,Lower the bar more carefully
8,160.58892727486864,benchpress_5.mp4,Lower the bar more carefully
9,160.83667157727226,benchpress_5.mp4,Lower the bar more carefully
10,157.5138691369781,benchpress_5.mp4,Lower the bar more carefully
11,157.82932752659264,benchpress_5.mp4,Lower the bar more carefully
12,151.3938635607186,benchpress_5.mp4,Lower the bar more carefully
13,156.47042602061455,benchpress_5.mp4,Lower the bar more carefully
14,153.62382002614305,benchpress_5.mp4,Lower the bar more carefully
15,152.43404853620348,benchpress_5.mp4,Lower the bar more carefully
16,146.95713895851324,benchpress_5.mp4,Lower the bar more carefully
17,145.23436425004408,benchpress_5.mp4,Lower the bar more carefully
18,143.34515634588786,benchpress_5.mp4,Lower the bar more carefully
19,140.55829948008414,benchpress_5.mp4,Lower the bar more carefully
20,137.206108023837,benchpress_5.mp4,Lower the bar more carefully
21,133.49031859559693,benchpress_5.mp4,Lower the bar more carefully
22,140.92077757170873,benchpress_5.mp4,Lower the bar more carefully
23,130.78531493296464,benchpress_5.mp4,Lower the bar more carefully
24,130.07167416070368,benchpress_5.mp4,Lower the bar more carefully
25,116.06753866717014,benchpress_5.mp4,Lower the bar more carefully
26,115.69632309169386,benchpress_5.mp4,Lower the bar more carefully
27,118.64514213097544,benchpress_5.mp4,Lower the bar more carefully
28,103.0156203018246,benchpress_5.mp4,Good posture
29,104.13144187539817,benchpress_5.mp4,Good posture
30,101.56157972378222,benchpress_5.mp4,Good posture
31,100.59332434569646,benchpress_5.mp4,Good posture
32,124.54659241188332,benchpress_5.mp4,Lower the bar more carefully
33,113.86549652524027,benchpress_5.mp4,Lower the bar more carefully
34,132.58026010327205,benchpress_5.mp4,Lower the bar more carefully
35,135.48537744197566,benchpress_5.mp4,Lower the bar more carefully
36,136.1428697055352,benchpress_5.mp4,Lower the bar more carefully
37,136.03231951844336,benchpress_5.mp4,Lower the bar more carefully
38,112.3932418009174,benchpress_5.mp4,Lower the bar more carefully
39,107.59040715546762,benchpress_5.mp4,Good posture
40,113.81046237415656,benchpress_5.mp4,Lower the bar more carefully
41,114.41955869871978,benchpress_5.mp4,Lower the bar more carefully
42,128.94067587516255,benchpress_5.mp4,Lower the bar more carefully
43,117.6523442107969,benchpress_5.mp4,Lower the bar more carefully
44,108.83985501329822,benchpress_5.mp4,Good posture
45,115.94388853297193,benchpress_5.mp4,Lower the bar more carefully
46,110.08211035571472,benchpress_5.mp4,Lower the bar more carefully
47,113.55865841806812,benchpress_5.mp4,Lower the bar more carefully
48,115.4984176736591,benchpress_5.mp4,Lower the bar more carefully
49,117.83657655088568,benchpress_5.mp4,Lower the bar more carefully
50,132.7127596700259,benchpress_5.mp4,Lower the bar more carefully
51,138.34760462248576,benchpress_5.mp4,Lower the bar more carefully
52,135.0730910302999,benchpress_5.mp4,Lower the bar more carefully
53,135.24926097708058,benchpress_5.mp4,Lower the bar more carefully
54,145.19121761992562,benchpress_5.mp4,Lower the bar more carefully
55,155.3025809359289,benchpress_5.mp4,Lower the bar more carefully
56,144.2639570804737,benchpress_5.mp4,Lower the bar more carefully
57,142.5801567044072,benchpress_5.mp4,Lower the bar more carefully
0,161.77176893934623,benchpress_7.mp4,Lower the bar more carefully
1,157.09556741549108,benchpress_7.mp4,Lower the bar more carefully
2,155.2411538297667,benchpress_7.mp4,Lower the bar more carefully
3,147.289972487418,benchpress_7.mp4,Lower the bar more carefully
4,144.53257984482076,benchpress_7.mp4,Lower the bar more carefully
5,140.32997120906475,benchpress_7.mp4,Lower the bar more carefully
6,138.25418313790414,benchpress_7.mp4,Lower the bar more carefully
7,137.44628949182368,benchpress_7.mp4,Lower the bar more carefully
8,135.39783062980823,benchpress_7.mp4,Lower the bar more carefully
9,133.0483592533125,benchpress_7.mp4,Lower the bar more carefully
10,126.9344653702322,benchpress_7.mp4,Lower the bar more carefully
11,127.081944248044,benchpress_7.mp4,Lower the bar more carefully
12,133.11397745103133,benchpress_7.mp4,Lower the bar more carefully
13,134.2206174999103,benchpress_7.mp4,Lower the bar more carefully
14,129.6206146439029,benchpress_7.mp4,Lower the bar more carefully
15,131.0852407181541,benchpress_7.mp4,Lower the bar more carefully
16,134.35670451586194,benchpress_7.mp4,Lower the bar more carefully
17,127.34164875296278,benchpress_7.mp4,Lower the bar more carefully
18,124.08379483428811,benchpress_7.mp4,Lower the bar more carefully
19,111.98808382499853,benchpress_7.mp4,Lower the bar more carefully
20,127.19145032792196,benchpress_7.mp4,Lower the bar more carefully
21,139.552294632066,benchpress_7.mp4,Lower the bar more carefully
22,135.33567517453668,benchpress_7.mp4,Lower the bar more carefully
23,104.16898007412344,benchpress_7.mp4,Good posture
24,122.34531798434617,benchpress_7.mp4,Lower the bar more carefully
25,105.31764094321436,benchpress_7.mp4,Good posture
26,147.12181312329622,benchpress_7.mp4,Lower the bar more carefully
27,138.25886915983634,benchpress_7.mp4,Lower the bar more carefully
28,109.63773714064104,benchpress_7.mp4,Good posture
29,119.4054828489636,benchpress_7.mp4,Lower the bar more carefully
30,88.28131320211683,benchpress_7.mp4,Good posture
31,37.550552788205366,benchpress_7.mp4,Extend your arms more fully
32,78.94375392741094,benchpress_7.mp4,Good posture
33,124.88501262079996,benchpress_7.mp4,Lower the bar more carefully
34,102.57192036637818,benchpress_7.mp4,Good posture
35,133.7904807993553,benchpress_7.mp4,Lower the bar more carefully
36,135.04227724719337,benchpress_7.mp4,Lower the bar more carefully
37,123.5960624171592,benchpress_7.mp4,Lower the bar more carefully
38,130.09206317766663,benchpress_7.mp4,Lower the bar more carefully
39,136.9044983474343,benchpress_7.mp4,Lower the bar more carefully
40,71.39441181854797,benchpress_7.mp4,Good posture
41,107.36630875187085,benchpress_7.mp4,Good posture
42,106.25080343868856,benchpress_7.mp4,Good posture
43,118.44423165171648,benchpress_7.mp4,Lower the bar more carefully
44,116.66867697896774,benchpress_7.mp4,Lower the bar more carefully
45,127.09855693305444,benchpress_7.mp4,Lower the bar more carefully
46,124.33681235720816,benchpress_7.mp4,Lower the bar more carefully
47,130.667615475362,benchpress_7.mp4,Lower the bar more carefully
48,132.57898622110346,benchpress_7.mp4,Lower the bar more carefully
49,142.30239633185943,benchpress_7.mp4,Lower the bar more carefully
50,145.64360985891074,benchpress_7.mp4,Lower the bar more carefully
51,147.57976875150476,benchpress_7.mp4,Lower the bar more carefully
52,147.49274141275976,benchpress_7.mp4,Lower the bar more carefully
53,137.15013279317384,benchpress_7.mp4,Lower the bar more carefully
54,73.00364869853317,benchpress_7.mp4,Good posture
55,74.03845837636713,benchpress_7.mp4,Good posture
56,51.6738312215037,benchpress_7.mp4,Extend your arms more fully
57,113.3642320925023,benchpress_7.mp4,Lower the bar more carefully
58,105.72693612079172,benchpress_7.mp4,Good posture
59,118.83507784307088,benchpress_7.mp4,Lower the bar more carefully
60,107.78912804636316,benchpress_7.mp4,Good posture
61,76.90582664277889,benchpress_7.mp4,Good posture
62,75.44333327708463,benchpress_7.mp4,Good posture
63,120.9884645205764,benchpress_7.mp4,Lower the bar more carefully
64,147.64421415125076,benchpress_7.mp4,Lower the bar more carefully
65,144.0917247427846,benchpress_7.mp4,Lower the bar more carefully
66,85.31674921094458,benchpress_7.mp4,Good posture
67,96.68917670951537,benchpress_7.mp4,Good posture
68,129.05300643712332,benchpress_7.mp4,Lower the bar more carefully
69,127.30428463458796,benchpress_7.mp4,Lower the bar more carefully
70,130.3287305322594,benchpress_7.mp4,Lower the bar more carefully
71,132.6216479972446,benchpress_7.mp4,Lower the bar more carefully
72,134.51574224605025,benchpress_7.mp4,Lower the bar more carefully
73,139.61024533147938,benchpress_7.mp4,Lower the bar more carefully
74,139.6532019542074,benchpress_7.mp4,Lower the bar more carefully
75,137.2106701363494,benchpress_7.mp4,Lower the bar more carefully
76,144.31811922824969,benchpress_7.mp4,Lower the bar more carefully
77,147.08716016918956,benchpress_7.mp4,Lower the bar more carefully
78,143.4856203548974,benchpress_7.mp4,Lower the bar more carefully
79,142.30920581472515,benchpress_7.mp4,Lower the bar more carefully
80,143.3233220891553,benchpress_7.mp4,Lower the bar more carefully
81,141.46389848079951,benchpress_7.mp4,Lower the bar more carefully
82,140.50809315247247,benchpress_7.mp4,Lower the bar more carefully
83,139.5753008452636,benchpress_7.mp4,Lower the bar more carefully
84,138.92589141255624,benchpress_7.mp4,Lower the bar more carefully
85,139.47220937204753,benchpress_7.mp4,Lower the bar more carefully
86,139.73981049320597,benchpress_7.mp4,Lower the bar more carefully
87,139.69172942955024,benchpress_7.mp4,Lower the bar more carefully
88,142.7731341254317,benchpress_7.mp4,Lower the bar more carefully
89,142.38280312748145,benchpress_7.mp4,Lower the bar more carefully
90,142.78029907740947,benchpress_7.mp4,Lower the bar more carefully
91,143.56927790994038,benchpress_7.mp4,Lower the bar more carefully
92,143.6208405059294,benchpress_7.mp4,Lower the bar more carefully
93,146.22646813885106,benchpress_7.mp4,Lower the bar more carefully
94,146.99909682645955,benchpress_7.mp4,Lower the bar more carefully
95,151.29947738151878,benchpress_7.mp4,Lower the bar more carefully
96,152.71488430746282,benchpress_7.mp4,Lower the bar more carefully
97,153.5465842390605,benchpress_7.mp4,Lower the bar more carefully
98,157.6764330283464,benchpress_7.mp4,Lower the bar more carefully
99,158.62604713089837,benchpress_7.mp4,Lower the bar more carefully
100,159.78528771456473,benchpress_7.mp4,Lower the bar more carefully
101,161.24592696907982,benchpress_7.mp4,Lower the bar more carefully
102,161.8082006037153,benchpress_7.mp4,Lower the bar more carefully
103,164.73412703747582,benchpress_7.mp4,Lower the bar more carefully
104,166.78500564716217,benchpress_7.mp4,Lower the bar more carefully
105,167.5359351949398,benchpress_7.mp4,Lower the bar more carefully
106,166.94919622213942,benchpress_7.mp4,Lower the bar more carefully
107,166.35848479442927,benchpress_7.mp4,Lower the bar more carefully
108,166.43189665157277,benchpress_7.mp4,Lower the bar more carefully
109,166.09259143787676,benchpress_7.mp4,Lower the bar more carefully
110,164.87959190202358,benchpress_7.mp4,Lower the bar more carefully
111,164.2712030103914,benchpress_7.mp4,Lower the bar more carefully
112,163.8224088810775,benchpress_7.mp4,Lower the bar more carefully
113,162.83685698179175,benchpress_7.mp4,Lower the bar more carefully
114,162.84745351347354,benchpress_7.mp4,Lower the bar more carefully
115,162.66166936131134,benchpress_7.mp4,Lower the bar more carefully
116,163.68147245511196,benchpress_7.mp4,Lower the bar more carefully
117,160.21737978213022,benchpress_7.mp4,Lower the bar more carefully
118,165.75091793075043,benchpress_7.mp4,Lower the bar more carefully
119,163.74470503384538,benchpress_7.mp4,Lower the bar more carefully
120,164.56154703531652,benchpress_7.mp4,Lower the bar more carefully
121,165.16746961677657,benchpress_7.mp4,Lower the bar more carefully
122,166.97287982645923,benchpress_7.mp4,Lower the bar more carefully
123,164.2202336228033,benchpress_7.mp4,Lower the bar more carefully
124,162.50562039436312,benchpress_7.mp4,Lower the bar more carefully
